2682106599	40	1576220123
1030518841	8	1576217491
1105794521	25	1576209347
1140758707	5	1576233350
272366754	9	1575739501
332699533	9	1575558009
734577591	0	1546272000
1660235295	43	1576254224
251938603	25	1575999638
3051226944	19	1576318984
1026282197	3	1572500797
2069226338	0	1546272000
3198753410	2	1572768773
991692685	1	1572047441
1061566320	1	1572053758
527371784	40	1576297581
3164497378	1	1572084809
54983464	4	1574279938
258186542	1	1572085127
21203808	1	1572085260
598472935	1	1572085300
1462841956	14	1575684762
1240160219	2	1574552314
1648468212	1	1572189893
1958028360	11	1575845993
2544012479	19	1575962303
2981438311	35	1576214453
1030174625	41	1576210477
641869654	38	1576210493
1214337362	23	1575130258
1730951620	7	1574798314
1345195729	22	1576217399
726872344	15	1576251879
727553640	4	1575600559
1964123670	27	1576283642
1171144864	1	1572526568
1207406505	1	1572526576
2111585664	1	1572526370
3203864718	8	1575518488
670149015	35	1576214544
2420367824	36	1576210461
459846006	18	1576283137
372176944	12	1576329621
1078382398	25	1576244476
1952669857	7	1574826466
357529328	3	1576034012
965187262	0	1546272000
869606513	8	1576328488
1551393042	2	1572889831
331442343	25	1576215098
2537115126	21	1575965369
244572439	1	1572567247
2360311639	23	1576319939
2711846991	9	1575694292
610021211	1	1572663211
3068115311	4	1575708229
457586034	2	1572797246
1240465655	6	1575739200
505738810	28	1576328764
3087202885	1	1572743571
2308461857	1	1572743652
1318586473	1	1572743741
1581047428	1	1572747470
1003086816	3	1575955743
2198557062	1	1572751856
879758369	22	1576297589
2325887262	2	1573738318
2367944141	5	1575129741
1072628324	27	1576209032
799692665	1	1572795221
2238566339	4	1573276819
70260777	11	1574750858
1441337568	1	1572833050
450110872	6	1575617031
654558381	2	1573141796
1079986575	1	1572849721
419214846	3	1575530546
2457017256	1	1572926175
907418099	9	1575988894
752910184	22	1576290825
1404547741	15	1575793953
1399216345	19	1576205793
2464783750	6	1574924817
1548306627	4	1575562547
787194803	1	1573137439
1587612435	5	1574265974
466525105	18	1576254042
3084125267	3	1575698208
805211578	24	1576282987
745824406	1	1573269783
1031299590	1	1573269789
865149881	18	1576305426
1572470340	18	1576015855
1059688792	1	1573276928
1398341806	1	1573276985
1742972916	1	1573276997
1549433867	15	1576254143
2319640590	1	1573344724
2683656245	2	1573799458
1316786718	14	1576282246
3403856710	6	1574785282
958451581	7	1576215025
570582956	0	1546272000
904844643	21	1576209288
2020925797	1	1573660828
3572028485	1	1573693251
723447190	6	1576205698
532216406	1	1573731745
2264400655	1	1573799185
2826461770	1	1573875813
1171161054	3	1575501132
2019757073	9	1576243176
1037665129	1	1574148348
2867908896	3	1576231339
526440283	2	1574227144
1464709232	0	1546272000
1458672558	0	1546272000
1225403288	6	1576305034
1029158584	15	1576205665
350796651	5	1575783254
10160165	2	1575281266
525164236	16	1576299919
919881429	1	1574490644
1768384176	1	1574648903
605433867	11	1575851922
156073332	0	1546272000
1049257735	1	1574818912
1003576452	3	1575770691
645903491	5	1575853115
564539283	1	1574840779
2188114978	1	1574900345
3302220273	4	1575728884
598025021	3	1576328143
489696391	1	1575130530
972487700	1	1575245251
784598143	1	1575245384
2586832569	1	1575245434
239725464	1	1575248069
2835806598	1	1575282703
2476188671	9	1576307203
1971644636	10	1576307218
2502802051	11	1576283644
1042274296	1	1575520367
2718234505	1	1575381916
2962788563	4	1576203198
1974998841	4	1576328531
1457654504	3	1575902894
2191190268	1	1575468877
2634616359	1	1575771321
3274620080	2	1575727107
3607127753	9	1576254278
916591474	3	1576032191
1549286975	1	1575520201
1045592129	3	1576284161
1037268250	2	1575687597
906070700	1	1575552077
904289220	5	1576254578
1520723672	10	1576296977
2601030418	1	1575552434
571314406	1	1575552437
124214991	1	1575552432
2431313667	5	1575981863
263579927	7	1576210410
546410672	1	1575552429
2656653758	1	1575552435
271057565	1	1575552453
101699482	0	1546272000
3178166620	9	1576301575
675459767	0	1546272000
3457634875	0	1546272000
2715126750	0	1546272000
541205241	4	1575791116
1195035692	1	1575553266
6121274	1	1575553997
892816348	3	1576291596
928294640	1	1575813683
2463751680	1	1575813795
1258481759	1	1575813728
441082134	0	1546272000
1723802844	2	1575687269
2595427435	2	1575815584
1149542133	3	1576031400
2291735972	3	1576254646
3192056198	1	1575600380
2044590837	4	1576038536
2313587596	1	1575682328
2609470498	2	1575770901
2439127616	1	1575687272
1637028902	1	1575687554
1525421028	2	1575819063
2018906522	1	1575691312
2254799153	4	1576319963
869771259	4	1576323369
1327566965	3	1575958258
1541090807	1	1575699831
2124158659	1	1575699858
3357871749	1	1575702767
980796428	4	1576283568
2857899453	0	1546272000
935415354	4	1576258247
535957840	4	1575994024
3122468350	0	1546272000
2218501544	1	1575735267
3232729288	1	1575738742
1608501974	1	1575771654
204094228	1	1575781607
1031822855	1	1575808740
123290222	1	1575808765
342453773	1	1575808771
2450327733	1	1575808778
532321755	1	1575808799
845718567	3	1576223454
383894052	1	1575813530
411463066	1	1575813795
974836617	1	1575813875
2110750476	1	1575814561
80000000	2	1576254682
1913954126	1	1575815677
2971496667	2	1575907642
2327831286	1	1575868672
3215772187	1	1575893317
3394983769	1	1575893334
401792390	1	1575893339
85880218	1	1575900303
1348412110	0	1546272000
430236564	0	1546272000
1542916123	5	1576283634
2045098852	0	1546272000
2176457512	1	1575964282
359365631	1	1575964371
2778393858	1	1575983930
1603048911	1	1575987088
349776569	1	1575987118
1609410606	1	1575987263
3148978749	2	1576033236
1933326134	1	1575989212
2954571557	1	1576027033
2928592795	1	1576027068
2279531494	1	1576031479
2028558146	1	1576118167
2016291735	1	1576160439
1329101477	1	1576160456
2656591781	1	1576203248
471699850	1	1576209298
33785993	1	1576254784
1720959140	2	1576339216
1977384007	1	1576259475
2244164145	1	1576279313
1542653223	1	1576296965
2823032689	1	1576297957
1153503107	1	1576324902
932856771	1	1576324918
3138670883	1	1576328543
3125745176	1	1576329007
54484454	0	1546272000
2126939980	0	1546272000
1182321560	0	1546272000
2415797738	1	1576330130
1523918029	1	1576330329
