287859992	46	1576423377
737133529	8	1575946151
1477610528	0	1567185316
3345806534	2	1574140244
724670950	0	1570801722
2622791546	3	1575903529
3052016962	1	1575282044
2518600540	38	1576423353
2569799638	0	1570017096
2829549809	39	1576040054
2370812473	5	1574170265
89102296	5	1575035751
2511179580	11	1575291588
1446528522	6	1573607349
978938951	0	1570065340
1158208036	6	1576321334
717179309	0	1569975926
1574774515	0	1571444409
1350113993	5	1575551041
2537413810	0	1569238933
1511487272	2	1575381901
3474385370	1	1575468015
591892221	0	1566827652
3341017469	0	1570114826
781921884	12	1574490580
2511366163	3	1575466847
768633094	0	1568136178
3618436516	2	1576126268
3521162753	0	1566932225
1033193122	0	1546272000
3523154146	9	1574242973
1416061161	0	1546272000
1270880076	25	1576287735
1024040012	4	1574076244
1085739055	13	1576202370
1814206081	1	1572716939
596717221	0	1546272000
1061362027	18	1576163560
2104205032	2	1574352417
3072029680	7	1575541493
1306754846	0	1571404242
374245120	2	1572478820
1134848612	0	1569509242
909523591	26	1576256795
370694382	0	1569034078
1494697825	35	1576423362
1150043140	10	1576210398
2955779458	0	1567384842
3269987801	8	1576145291
470984335	0	1568123225
657396598	2	1575813846
1994486824	0	1568337109
2398210006	0	1566911561
2981148659	1	1573482979
774628874	0	1570335204
3126991998	0	1570801424
496940930	2	1572341558
799683924	6	1576168061
704098083	1	1572215525
924467677	0	1569250816
1051519432	10	1575890491
455325678	0	1566969200
1069804312	1	1571615115
571536423	2	1572164476
2434050729	0	1568471051
569533465	19	1575945243
2066617015	0	1566997480
925323274	21	1575741851
1176102224	1	1575555642
1095436646	0	1546272000
1605253644	0	1566997996
1744271726	0	1566998163
1612672240	16	1576204747
454315710	30	1576325064
310410367	0	1567068557
1872707008	5	1574401924
3201462459	16	1576254659
2172880879	0	1567109240
2462833461	6	1575727037
3234898162	0	1546272000
937200209	37	1576289887
905255696	1	1572769337
2865877919	12	1575948204
1256307496	0	1570371143
402096722	0	1568168181
1933809748	0	1569642239
1135071460	0	1567087095
1305820757	0	1567092236
502869798	0	1569908909
1415314200	0	1567109225
2503604901	0	1567125260
791937373	12	1574658411
1794614276	0	1546272000
2682034421	7	1573346857
1683941741	4	1574208673
2676325434	6	1574296497
348908568	0	1569717902
2832639556	0	1567173903
2571183922	0	1546272000
1084479819	0	1570681510
1574232698	0	1567174396
2635074347	0	1567174395
348026841	0	1546272000
3357505199	5	1574814138
997396540	0	1567872622
981603518	53	1576291780
1715392663	12	1576033880
2962062956	0	1571187752
1625599795	1	1572506543
1009614580	2	1575244839
2659436828	0	1570583895
912129066	0	1567438215
1904182113	0	1567354743
909202033	1	1575552046
1192939277	1	1572183184
2524089674	5	1573559702
1095247919	1	1572953531
1191418598	10	1575020190
2671208675	2	1572430923
2150779214	0	1570213925
2629553468	0	1567859648
1781585535	3	1575184405
1843045440	0	1570717852
188497989	0	1569424512
820257099	5	1575518514
1290771961	4	1574935542
1458435193	13	1574342247
1018680818	0	1568199426
2110693859	0	1568199484
2306679675	38	1576339302
2485912153	0	1570681013
815124113	0	1570033939
3299147974	0	1570980655
1500396250	0	1568265959
1486136296	9	1572824218
1095903630	34	1576339439
1225024311	37	1576316382
1797449057	37	1576339438
1329627223	0	1570979568
1375589010	0	1570112263
2442758852	0	1568482136
2059295635	7	1574136929
2434471411	0	1568551160
1774662798	0	1571095867
2574285198	1	1573494223
2643964199	1	1572873149
2074115253	6	1574661541
782271331	26	1576296850
616784310	6	1573512206
1260396050	0	1569852882
1106762691	21	1576339403
1140319893	0	1571365015
1071257370	9	1575206738
1587456922	11	1574779570
895459297	8	1572666964
2286569468	0	1570164250
929835595	19	1576339435
3051276595	0	1571364324
2766811296	0	1568968604
1744861998	8	1575282673
843475418	47	1576423353
724962917	0	1569295570
2523780959	38	1576226627
2570610059	26	1576202786
352740155	4	1574912691
776328059	0	1569366886
726373175	0	1569456726
785521385	39	1576281574
523458607	53	1576318411
1458312942	10	1575123131
1303299162	49	1576287818
1849041167	0	1569598703
1395582206	40	1576287413
309173017	0	1569979101
1838341977	0	1570015801
785413451	0	1571373854
2845177909	4	1572874857
2992711807	2	1575007605
321560159	0	1569866544
564693678	0	1546272000
1598739740	2	1573608562
1057389725	7	1572443135
865673622	0	1546272000
3362619643	0	1570155227
2366679925	1	1573043023
1046014962	2	1571872089
3448842412	0	1570118846
1425887709	0	1570015642
1285676148	1	1572215207
3144912794	0	1570980073
937453702	9	1574268373
2723944982	0	1570198351
2229605146	7	1575138358
867486680	27	1576202740
1184257335	0	1570352336
1171307417	0	1570270660
781680399	0	1571095313
897683120	0	1570361046
2040712047	0	1570384912
2055269863	20	1576202217
604339698	12	1575991928
499854030	0	1570453372
2510985155	1	1572073062
214943492	0	1570453486
1427162342	0	1546272000
2789785806	0	1546272000
2019156896	0	1546272000
1326687442	2	1576003258
2669567343	0	1570465465
1053820776	1	1573608503
1207203712	39	1576321325
490394856	15	1575297602
1505979366	11	1572921565
1303992471	1	1571923383
2569545112	7	1575557150
1002278219	0	1546272000
2044929643	0	1570803326
2481179905	6	1575912065
2875482724	1	1571647539
1773812527	0	1570982546
2244274567	9	1574985315
3486125	5	1572192365
1611907552	15	1576202717
1308552121	16	1576202697
1502518064	0	1571155827
2364557193	2	1572850394
958139499	36	1576202531
482840940	0	1571224477
1397563841	9	1576202652
2021830965	21	1576037772
1548079848	0	1571358211
275201123	1	1573495124
951992395	0	1571400829
3169371298	2	1571568730
779855177	3	1575035742
807079241	31	1576256782
2518536740	29	1574948861
1182968627	1	1571563233
943898118	17	1574353552
1554061460	36	1575962219
1119158947	40	1575962348
915478662	22	1575351042
1761587808	0	1546272000
2534853358	10	1575705481
3053149339	1	1571609283
1175695889	30	1575856216
373048941	7	1572790537
1311348840	3	1571810266
2408204446	4	1572787735
2289573784	5	1574339618
1311784876	48	1576278085
3597454743	0	1546272000
1046954144	3	1573119885
1368141504	5	1574657767
1823895694	1	1571714883
2395210140	15	1576291792
1971218611	1	1571746204
1518750659	15	1576020521
510845604	4	1572163130
1151274870	3	1575371803
1725861311	1	1571752440
1952856060	3	1572584912
643342368	4	1572578731
3325637175	1	1571835964
2859325884	5	1576163265
710846370	3	1571934646
2896610769	1	1571836865
2426583659	4	1572619460
736893174	23	1576301330
809722092	43	1576283740
303640164	12	1576028874
349771319	21	1574298877
1404326124	50	1576254699
812628774	46	1576324106
2580066512	24	1576283089
731324948	30	1576232945
1115305475	42	1576281824
1248806148	15	1576329586
1340518356	22	1576254119
