287859992	6629
737133529	2550
1477610528	690
3345806534	1476
724670950	20240
2622791546	1478
3052016962	4847
2518600540	94103
2569799638	217
2829549809	3447
2370812473	1014
89102296	129
2511179580	3721
1446528522	2061
978938951	877
1158208036	1413
717179309	16590
1574774515	26232059
1350113993	1689
2537413810	48
1511487272	184
3474385370	974
591892221	94
3341017469	5101595
781921884	1683
2511366163	406783
768633094	199
3618436516	100802
3521162753	45
1033193122	0
3523154146	2551
1416061161	21
1270880076	6426
1024040012	759
1085739055	1500
1814206081	663
596717221	10
1061362027	7012
2104205032	1396
3072029680	2196
1306754846	239
374245120	677
1134848612	357
909523591	1941
370694382	128
1494697825	0
1150043140	176
2955779458	964950
3269987801	2413
470984335	566
657396598	547
1994486824	190
2398210006	21
2981148659	1320
774628874	1015
3126991998	0
496940930	85385
799683924	315
704098083	1598
924467677	459
1051519432	3522
455325678	58
1069804312	812
571536423	1404
2434050729	278
569533465	1684
2066617015	45
925323274	2477
1176102224	256
1095436646	10
1605253644	25
1744271726	60
1612672240	5864
454315710	5612
310410367	86
1872707008	1278
3201462459	3333
2172880879	142
2462833461	1461
3234898162	0
937200209	3030
905255696	371
2865877919	2735
1256307496	276
402096722	258
1933809748	149
1135071460	65
1305820757	29
502869798	473
1415314200	53
2503604901	42
791937373	1727
1794614276	0
2682034421	2218
1683941741	1162
2676325434	3511
348908568	555
2832639556	261
2571183922	0
1084479819	1547
1574232698	31
2635074347	0
348026841	3
3357505199	3223
997396540	141
981603518	8039
1715392663	3110
2962062956	2075
1625599795	707
1009614580	482
2659436828	237
912129066	166
1904182113	76
909202033	114
1192939277	415
2524089674	527
1095247919	1002
1191418598	841
2671208675	365
2150779214	430
2629553468	65
1781585535	58084
1843045440	338
188497989	182
820257099	1017
1290771961	976
1458435193	1930
1018680818	91
2110693859	42
2306679675	4447
2485912153	446
815124113	266
3299147974	666
1500396250	56
1486136296	3062
1095903630	924
1225024311	5462
1797449057	936
1329627223	317
1375589010	453
2442758852	205
2059295635	3325
2434471411	161
1774662798	1150
2574285198	399
2643964199	842
2074115253	551
782271331	3204
616784310	867
1260396050	458
1106762691	3551
1140319893	364
1071257370	1009
1587456922	207
895459297	1104
2286569468	258
929835595	2707
3051276595	263
2766811296	105
1744861998	1027
843475418	1418
724962917	257
2523780959	2343
2570610059	1659
352740155	498
776328059	60
726373175	123
785521385	4521
523458607	1
1458312942	0
1303299162	5002
1849041167	390
1395582206	4083
309173017	90
1838341977	308
785413451	47
2845177909	1058
2992711807	164
321560159	204
564693678	10
1598739740	458
1057389725	655
865673622	0
3362619643	96
2366679925	307
1046014962	244
3448842412	175
1425887709	52
1285676148	150
3144912794	160
937453702	906
2723944982	112
2229605146	1025
867486680	798
1184257335	182
1171307417	88
781680399	161
897683120	142
2040712047	115
2055269863	1777
604339698	877
499854030	92
2510985155	148
214943492	41
1427162342	11
2789785806	14
2019156896	4
1326687442	110
2669567343	21
1053820776	248
1207203712	3118
490394856	892
1505979366	388
1303992471	99
2569545112	731
1002278219	10
2044929643	93
2481179905	636
2875482724	494
1773812527	61
2244274567	1115
3486125	506
1611907552	554
1308552121	618
1502518064	85
2364557193	316
958139499	3905
482840940	87
1397563841	807
2021830965	1606
1548079848	74
275201123	154
951992395	102
3169371298	245
779855177	344
807079241	8331
2518536740	1720
1182968627	93
943898118	1144
1554061460	3169
1119158947	2622
915478662	1293
1761587808	8
2534853358	727
3053149339	102
1175695889	2090
373048941	365
1311348840	207
2408204446	319
2289573784	389
1311784876	911
3597454743	51
1046954144	215
1368141504	370
1823895694	64
2395210140	976
1971218611	141
1518750659	1155
510845604	17
1151274870	134
1725861311	0
1952856060	239
643342368	327
3325637175	55
2859325884	540
710846370	223
2896610769	12
2426583659	181
736893174	50
809722092	3044
303640164	1078
349771319	1656
1404326124	4366
812628774	3870
2580066512	1354
731324948	2106
1115305475	3673
1248806148	103
1340518356	1524
2682106599	2412
1030518841	541
1105794521	1761
1140758707	341
272366754	568
332699533	97
734577591	10
1660235295	3309
251938603	1968
3051226944	447
1026282197	235
2069226338	0
3198753410	4665
991692685	91
1061566320	83
527371784	1798
3164497378	84
54983464	297
258186542	117
21203808	93
598472935	52
1462841956	927
1240160219	146
1648468212	48
1958028360	732
2544012479	96
2981438311	2348
1030174625	2856
641869654	2070
1214337362	1729
1730951620	438
1345195729	1503
726872344	934
727553640	276
1964123670	2668
1171144864	85
1207406505	106
2111585664	90
3203864718	416
670149015	2586
2420367824	2474
459846006	1459
372176944	907
1078382398	2134
1952669857	581
357529328	154
965187262	13
869606513	0
1551393042	227
331442343	1767
2537115126	1959
244572439	80
2360311639	1799
2711846991	690
610021211	94
3068115311	212
457586034	157
1240465655	61
505738810	1932
3087202885	49
2308461857	77
1318586473	119
1581047428	101
1003086816	284
2198557062	45
879758369	1913
2325887262	82
2367944141	268
1072628324	1853
799692665	117
2238566339	303
70260777	734
1441337568	82
450110872	523
654558381	150
1079986575	93
419214846	204
2457017256	69
907418099	663
752910184	1577
1404547741	1071
1399216345	1407
2464783750	508
1548306627	139
787194803	47
1587612435	267
466525105	1341
3084125267	318
805211578	1541
745824406	66
1031299590	27
865149881	838
1572470340	3089
1059688792	123
1398341806	118
1742972916	51
1549433867	994
2319640590	187
2683656245	235
1316786718	1222
3403856710	14366
958451581	352
570582956	0
904844643	1069
2020925797	63
3572028485	49
723447190	390
532216406	70
2264400655	66
2826461770	63
1171161054	205
2019757073	874
1037665129	64
2867908896	261
526440283	180
1464709232	16
1458672558	9
1225403288	513
1029158584	1125
350796651	265
10160165	187
525164236	1222
919881429	82
1768384176	120
605433867	970
156073332	0
1049257735	83
1003576452	314
645903491	116
564539283	72
2188114978	105
3302220273	152
598025021	177
489696391	74
972487700	102
784598143	83
2586832569	74
239725464	47
2835806598	70
2476188671	2383
1971644636	2549
2502802051	1594
1042274296	121
2718234505	1680
2962788563	273
1974998841	823
1457654504	220
2191190268	63
2634616359	194
3274620080	487
3607127753	605
916591474	73
1549286975	47
1045592129	196
1037268250	192
906070700	69
904289220	352
1520723672	3558
2601030418	25
571314406	128
124214991	0
2431313667	61
263579927	971
546410672	84
2656653758	95
271057565	111
101699482	0
3178166620	432
675459767	192
3457634875	0
2715126750	10000018
541205241	257
1195035692	75
6121274	42
892816348	172
928294640	0
2463751680	105
1258481759	0
441082134	6
1723802844	298
2595427435	373
1149542133	201
2291735972	141
3192056198	108
2044590837	344
2313587596	74
2609470498	149
2439127616	91
1637028902	787
1525421028	173
2018906522	98
2254799153	263
869771259	200
1327566965	258
1541090807	52
2124158659	123
3357871749	115
980796428	315
2857899453	6
935415354	383
535957840	266
3122468350	0
2218501544	49
3232729288	87
1608501974	126
204094228	91
1031822855	123
123290222	122
342453773	94
2450327733	110
532321755	51
845718567	397
383894052	48
411463066	143
974836617	74
2110750476	86
80000000	0
1913954126	0
2971496667	184
2327831286	75
3215772187	89
3394983769	96
401792390	59
85880218	68
1348412110	6
430236564	10
1542916123	509
2045098852	11
2176457512	54
359365631	42
2778393858	47
1603048911	74
349776569	90
1609410606	108
3148978749	380
1933326134	203
2954571557	45
2928592795	77
2279531494	94
2028558146	380
2016291735	506
1329101477	81
2656591781	48
471699850	121
33785993	70
1720959140	2364
1977384007	66
2244164145	107
1542653223	50
2823032689	181
1153503107	87
932856771	104
3138670883	138
3125745176	525
54484454	169
2126939980	1026
1182321560	734
2415797738	66
1523918029	159
1946697385	41
1309108520	89
1306941340	61
504859122	84
2507505903	564
2305756363	395
1078254172	442
980703543	526
244629079	149
2545160942	561
2284306371	206
962550065	243
3163621480	65
927408187	306143
1060321936	36
2166638569	128
3294659758	46
3510766693	99
1260914235	0
3506390177	55
1029542053	65
3033646236	60
865141123	62
68028675	89
2318452768	75
1106236510	79
3216996421	36
568878864	0
798337702	36
1041470152	101
1005364177	1789
1465638806	133
2454536159	174
1072860311	1122
1273287838	1500
1173856911	365
2122962039	0
1027693543	395
2755227048	315
2890437351	0
2189637140	1501
2791894085	659
2982899725	1543
1730378865	1655
898322783	187
3029875746	123
569010140	113
544516647	6
1109005275	1077
2877944268	709
463094189	224
2738521131	0
963666955	312
3350000068	42
1399811510	50
2806497172	168336274
2138631892	1587
1056403095	268
2606238057	186
1208828774	95
379459794	1123
717388912	123
1029684094	0
942027359	130
2770603485	155
2425319312	664
2314608975	231
2112490070	76
1347420768	190
1364288557	362
867045957	43
313076878	1291
2081277068	0
827558293	159
1518464615	5039
416456298	129
2311779814	283
752201052	94
3172496685	90
1149305079	10
1026667196	2139
3225172542	423
304359096	83
280791206	325
1284975681	92
3406495327	637
1171591196	1664
1826499341	1846
3065146948	1157
1989352061	404
396521723	68
1121865119	408
2744085051	298
1470243428	520
2786874209	134
748196260	495
2817485798	875
2073878693	1183
2721385179	949
2214533082	303
1762744689	0
2466232685	643
3518712711	723
1018470492	61
851389484	204
1165788296	370
793528365	0
327568257	1473
1346180534	487
3269168070	140
2080007047	72
2455873719	7
2584458285	1122
510910687	1444
2948681437	37
1197044163	428
2872704631	3
2724095451	189
2717187991	0
2726255414	1053
310867024	53
3192747313	229
1030834773	2127
981972784	2075
820770383	541
3531359437	52
3025488698	42
3380776917	187
1916529284	143
2685400858	1507
2311158768	200
2382126279	2045
2648255086	568
1022661357	83
2977542624	1457
2723024104	75
1906709420	46
2955986993	57
1936283923	76
1498933650	144
3324555158	521
2075241882	105
2724597433	147
2752556343	412
3187006100	0
2029395535	150
1684045680	99
1391215684	846
369176693	2087
2661891454	10
2838442423	107
760320447	160
599433590	618
2862355742	91
378832399	1147
2080648378	538
2132328279	273
2416608640	564
1041542582	1881
2918307983	255
1031347220	63
1432594908	55
3028143788	276
2103185136	951
1204260046	99
1756557878	138
2768620533	47
1847597706	249
2367870149	638
394941284	819
2231479459	10
3355327497	86
1728879970	4540737
487661186	76
1813744648	48
1829690865	0
2482723327	92
3244330443	223
2318550547	139
3498905437	293
979852493	1309
214539370	31
1740665392	2
1425811455	0
1361370288	497
1105097669	483
1518733599	21
2771810084	458
2263404805	90
723277833	90
2014150272	287
2594873268	89
568257758	245
2843058164	1327
1323160571	806
3217609804	1230
1764020650	278
540298795	502
2994381249	611
2031159574	759
1552500816	711
1809547876	470
1101636688	47
1213339641	1323
1094936199	583
1539516902	1159
951118711	396
1229133869	109
717173073	132
1298285212	161
2326145747	241
404491438	399
287385038	789
624930003	806
2581020125	122
1624856891	347
1468505914	155
184243640	98
1610468734	70
2703018503	228
806209251	804
1735869667	568
2116781429	158
1459868497	113
1993063410	0
578105969	409
2735304033	280
394204000	372
1508907011	0
3041853563	275
2781729600	388
3118978211	413
3440339272	266
1615489722	56
2127581139	165
2726150153	696
3492347537	171
1061904970	637
444252694	831
1149103970	277
2031813775	705
2570736850	1826
1225394878	1196
785818997	339
2516652261	0
2423838752	338
1374516415	190
3303997512	368
2064047475	70
1940272680	382
3131306829	1223
1240298384	0
1459791015	322
2558284830	141
1537896875	892
2278830339	1262
2938503278	219
1839817566	0
799565272	100
2954876828	742
3383730243	285
1021477322	135
3038187060	351
2469786668	936
1946787340	629
2518824998	0
1520087304	0
1354625902	478
407527172	85
1845854048	403
2465562134	1287
2536471340	0
2911365060	899
3192267360	533
2498237275	298
3442202661	96
1462953819	639
1931536366	99
3303626091	110
348636914	256
2224774765	418
1102237900	80
2403935840	10
1649835012	1481
407488321	0
2470622654	113
1980376363	1190
2689202650	1409
1987807307	476
369825107	60
3425404784	677
973797677	2776
1304151102	223
2891155409	938
1078837228	706
1509021329	399
506640119	224
2316211620	42
2654825207	344
398962025	143
439483358	38
2788072651	120
2704329141	9
2769773847	10
3128189086	206
383290025	0
2939762455	238
1216032480	255
194871712	0
1039165219	0
3456457215	0
2222618	119
1227852261	875
3246366506	851
2661793472	379
2207507989	737
1447035953	838
2830977874	64
1450845225	90
2981896672	160
2474715596	348
2802231060	2487
3365390368	63
23815253	1927020
1532031141	60
1607109813	0
1306060078	534
1417830443	332
2998030039	201
454268447	49
1448251976	160
50157961	472
1224170174	257051
1637734159	38880283
1577039466	80590
1832220199	91021
2548942658	6526
2107188562	164
